user_id,user_paid,user_registered,onboarded,subscription_type,completed_date,onboarding_country,onboarding_heard_from_label,onboarding_goals_label,onboarding_learn_label
468582,Paid,1/29/2023,Onboarded,Annual,2/5/2023,Australia,Facebook,,Introduction to the world of data and data science
468603,Paid,1/29/2023,Onboarded,Annual,1/29/2023,Nigeria,Youtube,,Introduction to the world of data and data science
468605,Paid,1/29/2023,Onboarded,Annual,1/29/2023,United Kingdom,Friend,I want to join an industry-leading company.,Machine and deep learning
468634,Paid,1/29/2023,Onboarded,Annual,1/29/2023,United States of America,Youtube,I want to join an industry-leading company.,Machine and deep learning
468640,Free,1/29/2023,Onboarded,,1/29/2023,United States of America,Google,Other,Specialized advanced topics
468670,Paid,1/29/2023,Onboarded,Annual,1/30/2023,United States of America,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
468682,Paid,1/29/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
468685,Paid,1/29/2023,Onboarded,Annual,1/29/2023,Egypt,Friend,I want to join an industry-leading company.,Machine and deep learning
468702,Paid,1/29/2023,Onboarded,Annual,1/29/2023,United States of America,Instagram,I want to become a data scientist.,Data analysis and data visualization
468709,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
468710,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
468715,Paid,1/30/2023,Onboarded,Annual,1/30/2023,New Zealand,Youtube,I want to earn a higher salary.,Business analysis
468750,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Google,Other,Specialized advanced topics
468754,Paid,1/30/2023,Onboarded,Annual,1/30/2023,India,Friend,,Introduction to the world of data and data science
468768,Paid,1/30/2023,Onboarded,Annual,1/30/2023,Saudi Arabia,Google,,Introduction to the world of data and data science
468772,Paid,1/30/2023,Not-Onboarded,Quarterly,,,Multiple_Sources,,
468777,Paid,1/30/2023,Onboarded,Monthly,1/30/2023,United Kingdom,Instagram,I want to become a data scientist.,Data analysis and data visualization
468833,Paid,1/30/2023,Onboarded,Quarterly,1/30/2023,Thailand,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
468839,Paid,1/30/2023,Onboarded,Monthly,1/30/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
468844,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Multiple_Sources,,Introduction to the world of data and data science
468847,Paid,1/30/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
468859,Paid,1/30/2023,Onboarded,Annual,1/30/2023,India,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
468869,Paid,1/30/2023,Onboarded,Annual,1/30/2023,Germany,Google,,Introduction to the world of data and data science
468897,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Other,I want to become a data scientist.,Data analysis and data visualization
468906,Paid,1/30/2023,Onboarded,Annual,1/30/2023,Haiti,Youtube,,Introduction to the world of data and data science
468907,Paid,1/30/2023,Onboarded,Annual,1/30/2023,India,Friend,I want to become a data scientist.,Data analysis and data visualization
468910,Paid,1/30/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
468914,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Youtube,,Introduction to the world of data and data science
468915,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
468917,Paid,1/30/2023,Onboarded,Annual,1/30/2023,United States of America,Youtube,I want to join an industry-leading company.,Machine and deep learning
468920,Paid,1/30/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
468927,Paid,1/30/2023,Onboarded,Monthly,1/30/2023,Denmark,Youtube,,Introduction to the world of data and data science
468961,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Hungary,Youtube,I want to become a data scientist.,Data analysis and data visualization
468970,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United States of America,Linkedin,,Introduction to the world of data and data science
468973,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Philippines,Youtube,,Introduction to the world of data and data science
468978,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United States of America,Other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
469008,Paid,1/31/2023,Onboarded,Annual,1/31/2023,India,Youtube,I want to earn a higher salary.,Business analysis
469021,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United States of America,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
469024,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United States of America,Youtube,,Introduction to the world of data and data science
469060,Paid,1/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
469068,Paid,1/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
469073,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United Arab Emirates,Youtube,,Introduction to the world of data and data science
469094,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Australia,Facebook,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
469097,Free,1/31/2023,Onboarded,,1/31/2023,United Kingdom,Multiple_Sources,I want to improve my data skills.,Introduction to the world of data and data science
469102,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Egypt,Friend,I want to become a data scientist.,Data analysis and data visualization
469106,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Portugal,Google,,Introduction to the world of data and data science
469121,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United Kingdom,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
469129,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Egypt,Linkedin,I want to improve my data skills.,Introduction to the world of data and data science
469132,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Saudi Arabia,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
469140,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Malaysia,Multiple_Sources,,Introduction to the world of data and data science
469146,Paid,1/31/2023,Onboarded,Annual,1/31/2023,United States of America,Linkedin,,Introduction to the world of data and data science
469153,Paid,1/31/2023,Onboarded,Annual,1/31/2023,Chile,Youtube,I want to become a data scientist.,Data analysis and data visualization
469162,Paid,1/31/2023,Onboarded,Monthly,1/31/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
469209,Paid,1/31/2023,Onboarded,Monthly,1/31/2023,Egypt,Friend,I want to join an industry-leading company.,Machine and deep learning
469214,Paid,1/31/2023,Onboarded,Monthly,1/31/2023,United States of America,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
469228,Paid,1/31/2023,Onboarded,Monthly,2/4/2023,Moldova,Friend,I want to join an industry-leading company.,Machine and deep learning
469313,Paid,2/1/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
469323,Paid,2/1/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
469356,Paid,2/1/2023,Onboarded,Annual,2/1/2023,Australia,Google,I want to become a data scientist.,Data analysis and data visualization
469375,Paid,2/1/2023,Onboarded,Annual,2/1/2023,United States of America,Instagram,I want to become a data scientist.,Data analysis and data visualization
469383,Paid,2/1/2023,Onboarded,Annual,2/1/2023,India,Google,,Introduction to the world of data and data science
469398,Paid,2/1/2023,Onboarded,Monthly,2/1/2023,India,Instagram,,Introduction to the world of data and data science
469410,Paid,2/1/2023,Onboarded,Annual,2/1/2023,South Korea,Youtube,I want to join an industry-leading company.,Machine and deep learning
469440,Paid,2/1/2023,Onboarded,Annual,2/1/2023,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
469479,Paid,2/1/2023,Onboarded,Annual,2/1/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
469509,Paid,2/1/2023,Onboarded,,2/1/2023,United States of America,Friend,I want to become a data scientist.,Data analysis and data visualization
469525,Free,2/1/2023,Not-Onboarded,,,,Multiple_Sources,,
469529,Free,2/1/2023,Not-Onboarded,,,,Multiple_Sources,,
469533,Paid,2/1/2023,Onboarded,Annual,2/1/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
469544,Paid,2/1/2023,Onboarded,Annual,2/1/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
469709,Paid,2/2/2023,Not-Onboarded,Monthly,,India,Google,,
469721,Paid,2/2/2023,Onboarded,Monthly,2/2/2023,India,Instagram,I want to improve my data skills.,Introduction to the world of data and data science
469785,Paid,2/2/2023,Onboarded,Monthly,2/2/2023,Egypt,Friend,I want to join an industry-leading company.,Machine and deep learning
469859,Paid,2/2/2023,Onboarded,Annual,2/2/2023,Finland,Instagram,I want to become a data scientist.,Data analysis and data visualization
469922,Paid,2/2/2023,Not-Onboarded,Annual,,,Facebook,,
469931,Paid,2/2/2023,Onboarded,Monthly,2/2/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
469961,Paid,2/2/2023,Onboarded,Annual,2/16/2023,Turkey,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
469993,Paid,2/2/2023,Not-Onboarded,Annual,,,Youtube,,
470028,Paid,2/3/2023,Onboarded,Annual,2/3/2023,India,Google,,Introduction to the world of data and data science
470102,Paid,2/3/2023,Onboarded,Quarterly,2/3/2023,China,Youtube,I want to become a data scientist.,Data analysis and data visualization
470180,Paid,2/3/2023,Onboarded,Annual,2/3/2023,Vietnam,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
470205,Free,2/3/2023,Not-Onboarded,,,,Multiple_Sources,,
470224,Paid,2/3/2023,Onboarded,Monthly,2/3/2023,United States of America,Friend,I want to earn a higher salary.,Business analysis
470228,Paid,2/3/2023,Onboarded,Annual,2/3/2023,France,Friend,I want to become a data scientist.,Data analysis and data visualization
470262,Paid,2/3/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
470301,Paid,2/3/2023,Onboarded,Monthly,2/3/2023,Jordan,Google,,Introduction to the world of data and data science
470307,Paid,2/3/2023,Onboarded,Annual,2/3/2023,United Kingdom,Google,I want to become a data scientist.,Data analysis and data visualization
470344,Paid,2/4/2023,Not-Onboarded,Monthly,,,Google,,
470350,Paid,2/4/2023,Not-Onboarded,Quarterly,,,Multiple_Sources,,
470366,Paid,2/4/2023,Onboarded,Monthly,2/4/2023,Vietnam,Multiple_Sources,I want to join an industry-leading company.,Machine and deep learning
470403,Paid,2/4/2023,Onboarded,Monthly,2/4/2023,Turkey,Youtube,I want to become a data scientist.,Data analysis and data visualization
470435,Paid,2/4/2023,Onboarded,Monthly,2/4/2023,India,Youtube,I want to earn a higher salary.,Business analysis
470437,Paid,2/4/2023,Onboarded,Monthly,2/4/2023,Morocco,Youtube,I want to become a data scientist.,Data analysis and data visualization
470478,Paid,2/4/2023,Onboarded,Monthly,2/4/2023,Bulgaria,Linkedin,I want to earn a higher salary.,Business analysis
470648,Paid,2/5/2023,Onboarded,Annual,2/5/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
470656,Paid,2/5/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
470766,Free,2/5/2023,Not-Onboarded,,,,Multiple_Sources,,
470886,Free,2/6/2023,Onboarded,,2/6/2023,India,Youtube,I want to earn a higher salary.,Business analysis
470950,Paid,2/6/2023,Onboarded,Annual,2/6/2023,Ghana,Multiple_Sources,I want to improve my data skills.,Introduction to the world of data and data science
470963,Paid,2/6/2023,Onboarded,Annual,2/6/2023,India,Instagram,,Introduction to the world of data and data science
471001,Paid,2/6/2023,Onboarded,Annual,2/6/2023,United States of America,Other,,Introduction to the world of data and data science
471019,Paid,2/6/2023,Onboarded,Monthly,2/6/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
471074,Paid,2/7/2023,Onboarded,Annual,2/7/2023,India,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
471162,Paid,2/7/2023,Onboarded,Quarterly,2/7/2023,United States of America,Youtube,I want to join an industry-leading company.,Machine and deep learning
471234,Paid,2/7/2023,Onboarded,Annual,4/3/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
471258,Free,2/7/2023,Onboarded,,2/7/2023,United States of America,Other,Other,Specialized advanced topics
471328,Paid,2/8/2023,Onboarded,Annual,2/8/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
471367,Paid,2/8/2023,Onboarded,Annual,2/8/2023,Canada,Facebook,I want to become a data scientist.,Data analysis and data visualization
471381,Paid,2/8/2023,Onboarded,Lifetime,2/8/2023,Bulgaria,Multiple_Sources,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
471413,Paid,2/8/2023,Onboarded,Annual,2/8/2023,Singapore,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
471435,Paid,2/8/2023,Onboarded,Annual,2/8/2023,United Kingdom,Youtube,I want to become a data scientist.,Data analysis and data visualization
471441,Paid,2/8/2023,Onboarded,Monthly,2/8/2023,Egypt,Linkedin,,Introduction to the world of data and data science
471523,Paid,2/8/2023,Onboarded,Monthly,2/8/2023,United States of America,Linkedin,I want to become a data scientist.,Data analysis and data visualization
471544,Paid,2/8/2023,Onboarded,Monthly,2/8/2023,United States of America,Youtube,I want to earn a higher salary.,Business analysis
471607,Paid,2/9/2023,Onboarded,Annual,2/9/2023,India,Instagram,,Introduction to the world of data and data science
471611,Free,2/9/2023,Onboarded,,2/9/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
471616,Paid,2/9/2023,Onboarded,Monthly,2/9/2023,Canada,Friend,I want to become a data scientist.,Data analysis and data visualization
471625,Paid,2/9/2023,Onboarded,Annual,2/9/2023,Canada,Friend,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
471666,Paid,2/9/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
471686,Paid,2/9/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
471772,Paid,2/9/2023,Onboarded,Annual,2/9/2023,Saudi Arabia,Youtube,I want to join an industry-leading company.,Machine and deep learning
471779,Paid,2/9/2023,Onboarded,Annual,2/9/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
471876,Paid,2/9/2023,Onboarded,Annual,2/9/2023,Philippines,Multiple_Sources,,Introduction to the world of data and data science
471896,Paid,2/9/2023,Onboarded,Annual,2/9/2023,Poland,Youtube,I want to join an industry-leading company.,Machine and deep learning
471932,Paid,2/10/2023,Onboarded,Monthly,2/10/2023,Nigeria,Linkedin,I want to earn a higher salary.,Business analysis
471936,Paid,2/10/2023,Onboarded,Monthly,2/10/2023,Australia,Youtube,Other,Specialized advanced topics
471937,Free,2/10/2023,Onboarded,,2/10/2023,United States of America,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
472027,Paid,2/10/2023,Onboarded,Monthly,2/10/2023,United Kingdom,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
472090,Free,2/10/2023,Onboarded,,2/10/2023,Belgium,Linkedin,I want to improve my data skills.,Introduction to the world of data and data science
472133,Paid,2/10/2023,Onboarded,Monthly,2/10/2023,Egypt,Friend,I want to become a data scientist.,Data analysis and data visualization
472212,Free,2/11/2023,Onboarded,,2/11/2023,Uzbekistan,Friend,I want to join an industry-leading company.,Machine and deep learning
472275,Paid,2/11/2023,Onboarded,Monthly,2/11/2023,South Africa,Youtube,I want to become a data scientist.,Data analysis and data visualization
472292,Paid,2/11/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
472305,Paid,2/11/2023,Onboarded,Annual,2/11/2023,India,Youtube,I want to join an industry-leading company.,Machine and deep learning
472312,Paid,2/11/2023,Onboarded,Annual,2/11/2023,Indonesia,Youtube,,Introduction to the world of data and data science
472385,Paid,2/11/2023,Onboarded,Annual,2/11/2023,United States of America,Friend,I want to join an industry-leading company.,Machine and deep learning
472395,Paid,2/11/2023,Onboarded,Monthly,2/11/2023,India,Google,I want to become a data scientist.,Data analysis and data visualization
472407,Paid,2/12/2023,Onboarded,Monthly,2/12/2023,Philippines,Google,I want to join an industry-leading company.,Machine and deep learning
472417,Paid,2/12/2023,Onboarded,Monthly,2/12/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
472504,Paid,2/12/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
472534,Paid,2/12/2023,Onboarded,Monthly,2/12/2023,Pakistan,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
472536,Paid,2/12/2023,Onboarded,Annual,2/12/2023,India,Friend,Other,Specialized advanced topics
472540,Paid,2/12/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
472546,Free,2/12/2023,Onboarded,,2/12/2023,Portugal,Other,Other,Specialized advanced topics
472573,Free,2/12/2023,Not-Onboarded,,,,Multiple_Sources,,
472587,Paid,2/12/2023,Onboarded,Monthly,2/12/2023,Portugal,Facebook,I want to become a data scientist.,Data analysis and data visualization
472640,Paid,2/12/2023,Onboarded,Annual,2/12/2023,United States of America,Multiple_Sources,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
472714,Paid,2/13/2023,Onboarded,Monthly,2/13/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
472764,Paid,2/13/2023,Onboarded,Quarterly,2/13/2023,Saudi Arabia,Google,I want to earn a higher salary.,Business analysis
472797,Paid,2/13/2023,Onboarded,Annual,2/13/2023,Egypt,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
472824,Paid,2/13/2023,Onboarded,Monthly,2/13/2023,India,Google,I want to improve my data skills.,Introduction to the world of data and data science
472863,Paid,2/13/2023,Onboarded,Monthly,2/13/2023,United States of America,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
472904,Paid,2/14/2023,Onboarded,Annual,2/14/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
472929,Paid,2/14/2023,Onboarded,Annual,4/22/2023,Kenya,Linkedin,I want to improve my data skills.,Introduction to the world of data and data science
473149,Paid,2/14/2023,Onboarded,Monthly,2/14/2023,Romania,Linkedin,I want to improve my data skills.,Introduction to the world of data and data science
473220,Paid,2/14/2023,Onboarded,Monthly,2/14/2023,Spain,Youtube,,Introduction to the world of data and data science
473226,Paid,2/14/2023,Onboarded,Annual,2/14/2023,India,Linkedin,I want to become a data scientist.,Data analysis and data visualization
473235,Paid,2/14/2023,Onboarded,Annual,2/14/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
473252,Paid,2/14/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
473288,Paid,2/15/2023,Onboarded,Annual,2/15/2023,Ukraine,Other,,Introduction to the world of data and data science
473320,Paid,2/15/2023,Onboarded,Monthly,2/15/2023,India,Youtube,I want to join an industry-leading company.,Machine and deep learning
473362,Paid,2/15/2023,Onboarded,Annual,2/15/2023,India,Youtube,,Introduction to the world of data and data science
473410,Paid,2/15/2023,Onboarded,Annual,2/15/2023,Italy,Friend,,Introduction to the world of data and data science
473521,Paid,2/15/2023,Onboarded,Annual,2/15/2023,Switzerland,Other,,Introduction to the world of data and data science
473558,Paid,2/15/2023,Not-Onboarded,Monthly,,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
473590,Paid,2/15/2023,Onboarded,Annual,2/15/2023,Colombia,Other,,Introduction to the world of data and data science
473629,Free,2/15/2023,Onboarded,,2/15/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
473652,Paid,2/15/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
473653,Free,2/15/2023,Onboarded,,2/15/2023,India,Friend,I want to become a data scientist.,Data analysis and data visualization
473658,Paid,2/15/2023,Onboarded,Monthly,2/15/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
473724,Paid,2/16/2023,Onboarded,Monthly,2/16/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
473762,Paid,2/16/2023,Onboarded,Annual,5/22/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
473792,Paid,2/16/2023,Onboarded,Annual,2/16/2023,United Kingdom,Google,I want to become a data scientist.,Data analysis and data visualization
473826,Paid,2/16/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
473972,Paid,2/16/2023,Not-Onboarded,Monthly,,,Google,,
473973,Paid,2/16/2023,Onboarded,Monthly,2/16/2023,United States of America,Other,,Introduction to the world of data and data science
473999,Paid,2/16/2023,Onboarded,Monthly,2/16/2023,Italy,Other,I want to become a data scientist.,Data analysis and data visualization
474038,Paid,2/16/2023,Onboarded,Monthly,2/16/2023,Pakistan,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
474142,Paid,2/17/2023,Onboarded,Annual,2/19/2023,Vietnam,Multiple_Sources,I want to become a data scientist.,Data analysis and data visualization
474143,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
474219,Paid,2/17/2023,Onboarded,Annual,2/17/2023,United Kingdom,Facebook,I want to become a data scientist.,Data analysis and data visualization
474252,Free,2/17/2023,Not-Onboarded,,,Germany,Google,,
474256,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,Georgia,Google,I want to improve my data skills.,Introduction to the world of data and data science
474325,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,India,Instagram,I want to earn a higher salary.,Business analysis
474346,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,United Kingdom,Youtube,I want to become a data scientist.,Data analysis and data visualization
474383,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
474403,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,United Kingdom,Youtube,Other,Specialized advanced topics
474406,Paid,2/17/2023,Onboarded,Monthly,2/17/2023,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
474415,Paid,2/17/2023,Onboarded,Annual,2/17/2023,India,Youtube,,Introduction to the world of data and data science
474515,Paid,2/17/2023,Onboarded,Annual,2/17/2023,United States of America,Youtube,,Introduction to the world of data and data science
474521,Paid,2/17/2023,Onboarded,Annual,2/17/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
474631,Paid,2/18/2023,Onboarded,Annual,2/18/2023,Egypt,Facebook,,Introduction to the world of data and data science
474729,Paid,2/18/2023,Onboarded,Annual,2/18/2023,India,Google,I want to become a data scientist.,Data analysis and data visualization
474730,Paid,2/18/2023,Onboarded,Monthly,2/18/2023,India,Multiple_Sources,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
474841,Paid,2/18/2023,Onboarded,Annual,2/18/2023,India,Instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
474855,Paid,2/18/2023,Onboarded,Annual,2/18/2023,Singapore,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
474972,Paid,2/19/2023,Onboarded,Monthly,2/19/2023,Mexico,Youtube,I want to join an industry-leading company.,Machine and deep learning
474983,Paid,2/19/2023,Onboarded,Annual,2/19/2023,Australia,Instagram,,Introduction to the world of data and data science
475011,Paid,2/19/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
475039,Paid,2/19/2023,Onboarded,Annual,2/19/2023,India,Instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
475043,Paid,2/19/2023,Onboarded,Annual,2/19/2023,India,Friend,,Introduction to the world of data and data science
475078,Paid,2/19/2023,Onboarded,Monthly,2/19/2023,Ukraine,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
475136,Paid,2/19/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
475159,Paid,2/19/2023,Onboarded,Annual,2/19/2023,Brazil,Youtube,,Introduction to the world of data and data science
475212,Free,2/19/2023,Onboarded,,2/19/2023,United States of America,Google,,Introduction to the world of data and data science
475286,Paid,2/20/2023,Onboarded,Monthly,2/20/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
475366,Paid,2/20/2023,Onboarded,Quarterly,2/20/2023,India,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
475387,Paid,2/20/2023,Onboarded,Monthly,2/20/2023,Spain,Friend,I want to become a data scientist.,Data analysis and data visualization
475611,Free,2/20/2023,Onboarded,,2/20/2023,United States of America,Google,I want to join an industry-leading company.,Machine and deep learning
475623,Paid,2/20/2023,Onboarded,Monthly,2/20/2023,United States of America,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
475698,Paid,2/21/2023,Onboarded,Monthly,2/21/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
475701,Paid,2/21/2023,Onboarded,Monthly,2/21/2023,Canada,Youtube,,Introduction to the world of data and data science
475747,Paid,2/21/2023,Onboarded,Annual,2/21/2023,India,Friend,I want to become a data scientist.,Data analysis and data visualization
475774,Paid,2/21/2023,Onboarded,Annual,2/21/2023,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
475782,Paid,2/21/2023,Onboarded,Annual,2/21/2023,Kenya,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
475826,Paid,2/21/2023,Not-Onboarded,Monthly,,Germany,Instagram,,
475920,Paid,2/21/2023,Onboarded,Annual,2/21/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
475938,Free,2/21/2023,Onboarded,,2/21/2023,Canada,Linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
475991,Paid,2/21/2023,Onboarded,Annual,2/21/2023,India,Multiple_Sources,,Introduction to the world of data and data science
476068,Paid,2/21/2023,Onboarded,Annual,2/21/2023,India,Instagram,,Introduction to the world of data and data science
476069,Paid,2/21/2023,Onboarded,Monthly,2/21/2023,Sudan,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
476090,Paid,2/21/2023,Onboarded,Annual,2/21/2023,India,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
476093,Paid,2/21/2023,Onboarded,Annual,2/21/2023,Canada,Youtube,,Introduction to the world of data and data science
476098,Paid,2/21/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
476110,Paid,2/21/2023,Onboarded,Monthly,2/21/2023,Greece,Friend,,Introduction to the world of data and data science
476123,Paid,2/21/2023,Onboarded,Quarterly,2/21/2023,Pakistan,Instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
476129,Paid,2/22/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
476130,Free,2/22/2023,Onboarded,,2/22/2023,Mexico,Other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
476251,Paid,2/22/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
476566,Paid,2/22/2023,Onboarded,Monthly,2/22/2023,India,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
476580,Paid,2/23/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
476763,Paid,2/23/2023,Onboarded,Monthly,2/23/2023,Algeria,Linkedin,I want to become a data scientist.,Data analysis and data visualization
476848,Paid,2/23/2023,Onboarded,Monthly,2/23/2023,United Kingdom,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
477022,Paid,2/23/2023,Onboarded,Monthly,3/4/2023,United States of America,Youtube,I want to join an industry-leading company.,Machine and deep learning
477269,Paid,2/23/2023,Onboarded,Annual,2/23/2023,Germany,Instagram,,Introduction to the world of data and data science
477323,Paid,2/23/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
477336,Free,2/24/2023,Onboarded,,2/24/2023,United States of America,Friend,I want to join an industry-leading company.,Machine and deep learning
477463,Paid,2/24/2023,Onboarded,Monthly,2/24/2023,Denmark,Youtube,I want to earn a higher salary.,Business analysis
